,0
370,"44:56 ""NATO does not attack"", bombs dropped around my town would disagree. And they went against United Nations."
371,"History is a series of events that didn't happen how it is told, by people who wasn't there.
- George Santayana"
372,Watch starting at 43:53 to see Kotkin shred the “it’s NATO’s aggression” argument. Thank you Stephen for a well needed truth telling.
373,"Thanks Lex, This conversation was the most interesting I have listened to so far. Very informative. I listened the whole time. Codkin hits it on the nail."
374,This man is delusional! Hatred has blinded him.
375,Phew! Normal service has been resumed. Thanks for interviewing someone as knowledgeable and inciteful as Stephen Kotkin so quickly after your interview with Putin apologist Oliver Stone.
376,a fascinating 2 1/2 hrs. tkssss
377,"I Love you Lex, I legitimately worry about your travels, as you know the World can be cruel, please just be careful and always plan for the unexpected."
378,"This guy was born in Ukraine. Anyone expected objectivity from him? :)) If he really wants to study wars and human history, I think it would be great for him to study the rest of world leaders (which caused way more wars in history than Russians or Soviets), so he can open up a little bit more his mind."
379,"Amazing episode, I'm crossing my fingers and hoping you get to talk to Garry Kasparov again given the current situation"
380,I thought this was going to be insightful until I firstly noticed how many times he called Lex Lex!!!! A very manipulative tactic and hugely annoying....he should've been asked what he thought of Lloyd J Austin's remarks about debilitating Russia's Army
381,"on this hellhole of a platform, full of clickbait and bad takes, It sure is refreshing to hear someone fully articulate a complex argument in a deep, respectful discussion."
382,"Getting real ""Fauchi bullshit"" vibes from this guy"
383,"I'm from Ukraine, and I want to say its great true analysis by this gentleman. I saw a few clips with Oliver Stone and its a big contrast between two experts opinion. And not in favor of the Mr. Oliver, to put it mildly..."
384,Wow what a treat!
385,"""Leading a purposeful life, intentionally, is possible and actually not that hard and also that can be done on a humble scale for having a positive impact on just one person's life gives far greater meaning of your own life and is profoundly satisfying.""  


I concur."
386,"This guy was so manipulative throughout the conversation, made it a really tough watch."
387,"If democracy is what we have in the west today, then I fully support Putin's dictatorship. I'll hand the chechen orcs some flowers when they reach Lisbon."
388,Problem with historians is that they cant analyse current  events
389,"Problem with all historians is that they hide their bias behind historical events and construct their own narrative that they believe to be true.

The rape analogy was very poor..."
390,"He sure likes the name ""Lex"""
391,"Perfect timing, thank you Lex!"
392,"This esteemed professor-historian speaks extremely nicely, seemingly rationally, and it is clear to me why the West dislikes Putin, but I have a feeling that this gentleman will soon have to change his democratic thinking. As far as I know, the Russians led by Stalin gave 27M of lifes in WW2 so that the West could enjoy democracy. Of course, everyone forgot about it except the Russians. Putin is here to refresh the memory of this dear respected historian."
393,This guy sounds like a campy movie lawyer for the west literally my cousin Vinny level of intellect and the same voice but defending the west vs Russia.
394,1:13:19 THANK YOU~!!
395,Stephen Kotkin is a most simplistic black and white historian I have come a cross
396,Thanks!
397,"If I could have a dollar for every time I heard him say ""Lex"""
398,"Reasoning and analysis by Stephen Kotkin , are not based on obvious and true facts."
399,Thank you for the Guest and the Topics. Simple and clear! 
400,"History is made of heroes, villains, and bystanders. Bystanders make up the majority of the population, as heroes and villains make up small portions. The heroes are always few, as deception & ignorance influence the bystander. Given this consistency, I find it prudent to analyze any given situation, especially ones provided through the institutions who warrant no credibility, being the mainstream media, our own Government. The mere mention of a posed fact is reason to suspect otherwise.
I’ll be the first to say, this guys full of it."
401,"I wish you good luck and a safe, successful trip! "
402,Thanks!
403,"I like Kotkin but I really hope that Ukrainian government is not like a TV production, than the truth becomes relative. We already had simmilar in 40s. About Putin he is 100% right."
404,"Lex, you should talk to Yury Dud. I’m begging you!"
405,"I seldom clicked so fast... Love the conversation, as well as your profound and poignant opening remarks. Take care and stay safe!"
406,"Hey Ukraine has had three revolutions in 30 years, the Granite, the Orange, and the Euromaidan in 2014. Indeed the Euromaidan triggered a full blown youth and arts renaissance, some of which expanded to banking and the military. The mere fact Ukraine is rated the second most corrupt country is eclipsed by its valiant struggle for and notable growth toward democracy. Moreover, this is the ninth “mass murder event”—theRussian Civil War, the Holodomor, the Great Terror, the Nazis—Ukraine has suffered in 110 years. No wonder they don’t want to live under a murderous, conspiracy theorist-based dictator."
407,"""War is the natural state and heritage of evolving man; peace is the social yardstick measuring civilization’s advancement. Before the partial socialization of the advancing races man was exceedingly individualistic, extremely suspicious, and unbelievably quarrelsome. Violence is the law of nature, hostility the automatic reaction of the children of nature, while war is but these same activities carried on collectively. And wherever and whenever the fabric of civilization becomes stressed by the complications of society’s advancement, there is always an immediate and ruinous reversion to these early methods of violent adjustment of the irritations of human interassociations."" The Urantia Book, Paper 70, Section 1 ."
408,2 hours of saying that America has no beef with Russia at all. The fact of calling everything Russia says as a cospiracy speaks books about how serious people Is trying to understand Putins choices
409,"The Spirit of Helsinki is dead, long live the Spirit of Budapest."
410,"I love Joe Pesci, he's so engaging. And he's a really funny guy."
411,"Prof. Kotkin's distinction between aggressive Russian nature and aggressive Russian policy is without a difference. A sociohistorical organism, like any other organism, is what it does.  Were the Russian sociohistorical organism not intrinsically imperialistic, it would not have had distinctly imperialistic policies of the last five hundred years, viz since the overthrowing of the Mongolian Yoke.  The formally oppressed predictably follow in the footsteps of the former oppressors. The subjugation of Siberia and Alaska to the East and Poland, Finland, and the Baltics to the West were mirror images, both in breadth and brutality, of the Mongolian subjugation of the two-thirds of Eurasia just three centuries earlier."
412,"2:14:38 “Europe loves trade with China” aren’t all of Apple’s devices made in China? And Buick, a General Motors brand, has its biggest market in China? And isn’t Bing offering services in China where Google refused?"
413,this guy tries so hard to clean the image of the west omg
414,"Thank you for providing an interview with a leading recognized expert in the field on this subject matter to counter the imagined narrative of a Hollywood celebrity presented in the Stone interview.  This is the danger of social media and podcast.  Fans of celebrities tend to adopt the causal narratives provided by influencers that have little to zero formal education or first hand experience in the subject matter they discuss that thousands, sometimes millions consume"
415,"""Lex, Lex....      Lex, yeah Lex... You know Lex, Lex Lex, Lex... Right Lex, Left Lex, Lex Lex Lex, 





Lex.... "
416,"I’ve watched a lot of Scott Ritter, Oliver Stone and others that hold views on Russia/Ukraine that run very much contrary to the overwhelming majority of mainstream newspapers/sites/channels (to include Fox News except for Tucker). And Ritter especially goes into extreme detail and brings receipts for most of what he says. Dude’s very convincing. 

I’d love to see all these people with different views put in the room with this (obviously intelligent and well educated) historian. I have a feeling he probably won’t ever do it, sadly due to the smears against anyone who has contrarian views, which tend to also put a stink on those who dare to interview or associate with them in any way. 

But I just want a truly open dialogue and debate of ideas. Because I feel like I’m being played yet again (i.e. WMD in Iraq, which led to the deaths of multiple friends and brother Marines of mine, and ultimately my being shot and paralyzed there). 

What can I say… I have trust issues nowadays when it comes to my government, which never was the case for me until the past decade, due to multiple scandals from every administration and also learning about all the shadiness of pretty much every single administration of my lifetime (I’m 40 fwiw), as well as studying history in general concerning many in our government since it’s inception (certainly not all, but way too many)."
417,"Does Kotkin have any honest criticism of the West and the United States, and the behavior of the West towards the East over the past 100 years, or is he under the delusion that the US is a force for good against evil?"
418,Another guy who articulates very well that he doesn't want to understand what 's moving on with Tio Samuel....
419,"А MASTERCLASS in sense making, logic, reasoning and clear headed perspective! Thank you Stephen!"
420,STEPHEN KOTKIN IS A Historian who specializes in SATIN in Eastern Europe. An expert in extra thick books.
421,I like that you have brought light to both sides of the Ukraine war by interviewing Oliver Stone and Joe Pece...I think Oliver is more convincing.
422,Thanks!
423,"Sure, the head of Russian secret service ""imagines"" the NATO spreading their influence towards Russian borders, interfering in their elections and launching coloured revolutions in the neighbouring countries. We must've all imagined that."
424,Is it me or does anybody else think he sounds just like Hyman Roth
425,I appreciate you following Stone with this gem!
426,"I know this is an obvious comment, but the most important person that could listen to this conversation would be Putin himself. I like the way Stephen is able to be self-deprecating about the West end about Russia."
427,"I agree with Kotkin on Ukraine and Putin. I'd like to see him in an interview focused on the foibles of the West, really hear his ""favorites"", and how he responds to others, like the coerced extension of private property across borders etc etc, not to mention Vietnam, Indonesia and our countless killers in Latin America. And lastly our devastating effect on the planet via free markets. Oh and Trump, who shows our power may be in Putin-like hands all too soon."
428,This guy is great...to bad he is to smart to be in government..!
429,"Saying that Navalny is someone important in Russia is a bit exaggerated, he's certainly not the one who represents the Russian spirit in any form that is possible. Navalny is only important for the western press, and some deluted Russians who think the west is something great.
To make a synthetic, no Russia definitely don't inspire to what you think it does (to be as great as Europe), and that bias is mainly build around the Idea that Putin is the center of everything, while Russia can be as it is without any Putin, he's just a correct voice. This is a very low level of reductionist arrogant stance made by the west. The world can definitely live without the western idea, and probably it could produce a better outcome for the world."
430,1:06:40   'pick up the gun' - bill hicks
431,Just discovered this podcast. It's great and shows different perspectives on current geo politics. The used metaphor by Stephen though was not the best part of this interview.
432,This dude is a huge western imperialism apologist and has a child's cartoon vision of the world split into good guys and bad guys.
433,"I was disappointed with Mr. Kotkin by his lack of analysis of the new Russia society led by Putin since he became the president of the Russian Federation in 2000. In this PBS Frontline documentary produced in 2017, Inside Putin's Russia, https://www.youtube.com/watch?v=_AkAZIk73F0 there are many analysis about the changes in Russia's society, especially in the religion aspects which could be one of important factors that led Putin to start the invasion to Ukraine in this February."
434,"Alexander Navalny as the second most important man in  the whole Rusia? How pathetic... It is just wishful thinking. No, Ste[hen is not expert at all. Lex, I respect your hard work, but this man is ridiculous."
435,"The four wars that Kissinger was referring to the American forces were fighting in a country where the citizens were willing to resist. It's the same position that Russia is in with Ukraine. Kissinger's big diplomacy coup was the Paris Peace Accords during the Vietnam War. Not much of a diplomat, the Accords were violated almost immediately. An interesting fact - On average Russia is losing almost twice as many troops per day as the U.S. lost per week in Vietnam."
436,"NATO doesn't attack? Yea, too bad that I'm still remembering the bombing of Serbia."
437,"I'd like to know why he thinks that Russia aspires to be ""stronger than the West""."
438,Statistics are flawed. Zelensky had 14.5M Votes out of 40M registered voters.  More people have left Ukraine. than who voted for him.  Yushchenko has 52% in 2005 in 2010 less than 4%.
439,"Thanks Mr. Fridman for this extraordinary interview! Your guest, Mr. Kotkin, is world class"
440,He's seems like a super smart dude but he also seems to have sarcastic-douchey connotations.
441,"Kind of lost me with the rape analogy! I don't want to seem cynical but no country anywhere has ever conducted foreign policy on such a naive and simplistic mode (least of all the United States when anything serious is at stake) because the issues are invariably complex and multi-faceted. As Richard Feynman once remarked (I paraphrase), 'to simplify the complex is to misrepresent it.' Foreign relations are in the realm of policy and law, where you are almost never faced with choices between good and bad, but are at best striving for the least worst across multiple domains (for which there cannot be a 'right' answer because you are making value judgements)."
442,1st interview Lex has had that I couldnt finish. Felt like a propaganda piece. (Not by Lex for clarity)
443,"On the point that NATO expansion to Russia border doesn't threaten Russia. In 1960s, USSR put missiles in Cuba. Why did the US feel so threatened? Why are Australians (and the US) so angry that China has signed a security pact with Solomon Islands?"
444,Lex desperate for that DARPA money with this one
445,Thank you for one of the best interviews on the subject.
446,I would love to see him debate Oliver Stone. And when you are talking about rape you should read what did the West do to Macedonia.
447,God bless President Putin and Mother RUSSIA for fighting against AngloAmerican criminal imperializm! ZZZ all day!
448,54:30 - 55:55 WOW
449,"It's interesting to see how biased this ""historian"" is against Russia. He's no doubt a defender and apologist of US imperialism's crimes, genocides, violation of human rights, etc, around the world in collusion with its vassal countries and NATO. Just watch how he conveniently leave out all of this Imperialist history, its doctrines etc, something many of the establishment experts. He certainly lives inside his academic bubble totally away from geopolitical facts, history and reality. What's even more interesting is how Lex the interviewer doesn't even challenge him on his fallacies, a sign he doesn't even understand the true history of the US empire.  https://www.youtube.com/watch?v=nSjim1GVwjE"
450,"Serfdom? Boy, is this guy clueless! I wouldn't know where to start ..."
451,Such complex history. Great podcast. Informative to the max.
452,"39:30
If you need to go back to the 1800s to justify NATO expansion then you know you're on the wrong side of history.  We can speak of manifest destiny, US-Mexican, 1812 etc if we're permitted to go back that far.  In fact, the US has more of a continuinity because they still have the same constitution (with the exception of a few amendments) as they did then, whereas Russia has been through many different systems/regimes."
453,"Okay, okay, okay I listened for the first hour and 7 minutes. I would like to remind the historian that with the international court of justice decision concerning Kosovo, the people of the Donbas and Crimea had a right recognized under international law to declare their independence and separate from the nation of Ukraine. Whether you like this or not this is the construct that was fabricated by the West in order to facilitate a portion of the breakup of Yugoslavia. Putin publicly stated this several months ago.
Also we cannot forget the Wolfowitz Doctrine which was leaked to the New York Times in the early 1990s after the collapse of the Soviet Union. Which from all appearances seems to have been adopted as US policy. That Russia would be pushed back to its own borders and contained, isolating it from the rest of the world.
Yes this historian has a lot of knowledge, but I find it rather sad that he cherry-picks how he assembles this knowledge in order to create a narrative that justifies the actions of the West."
454,"take a slow cooking crockpot with steaming shyte and and stir for 2 hours add some sizzling bias and voilá, Kotkin's Pie"
455,"36th minute is where our esteemed historian loses the plot.  The nonsense analogy of a woman being raped because of how she was dressed, the list of treaties that Russia was an inheritor of...  It's very puzzling how people who claim to be objective let their bias come right through.  When listing the agreements that Russia supposedly inherited after USSR, Dr. Kotkin completely ignores the 2 Minsk agreements that were sponsored by Germany and France, after which Ukraine comfortably did nothing and continued killing civilians in Donbass.  He conveniently forgets public promises given to Yeltsin by western leaders about non expansion of Nato to the East, that were blithely ignored.  He ignores public statements of western officials (prior to the war) that the whole ""Raison d'Etre"" for the Ukraine that was born in 2014 is weakening of Russia.  What you see happening on the battlefield now, where the west gives Ukraine old soviet junk to fight the russians with and encouraging to fight to the last ukrainian.  I won't even talk about the history of endless wars and invasions that US has with it's neighbors to the south.   Now, this was a democracy imposing itself on Grenada, Cuba, Nicaragua, Panama...  Again -- totally fascinating that the democratic peace-loving America is allowed to practice the Monroe doctrine while Russia is somehow bound to be held by order that was imposed on it by the west.   No credibility from the guest.  None whatsoever."
456,RUSSIA ABD CHINA HAVE THE FREEDOM TO CHOOSE THEIR OWN CURRENCY
457,"Thank you for this interview Lex. I think it was very important for some of your audience to hear this perspective. If at its very heart a person cares about the value of Justice at all, like if you actually believe it is a real thing, then there is no other option than to oppose Putin's war of aggression against their neighbor."
458,Ukrainians are heroes!
459,The last episode of his was my favourite. Can’t wait to watch this one attentively.
460,I love this man and his intellect - but cannot help think he is straight out of goodfellas with the joe Pesci accent... Putin is gonna disappear I’m sure.....
461,"Kotkin talks about how Russia signed all these agreements that nations have a right to choose their alliances but makes no mentions how the US doesn't tolerate the same? And thats just 1 instance of many that he made that really doesn't make much sense.

Too bad the host never challenged him on what he was saying."
462,Best one yet.
463,Fun fact about the international criminal court in The Hague that the guest mentions multiple times: the US has let known years ago that it would invade the Netherlands if the criminal court would ever prosecute US citizens.
464,This ep makes up for that garbage Oliver stone was spewing
465,"I just Re-listened to this “substantial” podcast __  again, thank you for offering alternative perspectives on this topic … it’s a huge contribution Lex … ️"
466,"Kotkin sounds like a mild mannered, well spoken Joe Pesci."
467,"The proposed agreement with NATO drafted by the Russian Federation Dec-21 
Art 5: ""The Parties shall not deploy intermediate and short range missiles in area allowing them to reach the territory of other Parties"". This would have meant permanent peace in Europe. Why was it not snapped up? 
Do we always have to treat the Russian Federation as a criminal joke!"
468,the example of a woman being raped is very poor as a comparison for explaining the Russian strike on Ukraine.
469,"Oliver Stone's analysis is based on the observation of how the world is, whereas Kotkin's judgement stems from a philosophy about how the world should be. The example of the raped woman shows that clearly. Yes, no one should go around raping women, independently of how they dress. However, women have to be rather obtuse to go around seductively dressed to a neiborghood of rapists.
Yes, we can agree on the moral imperatives about not abussing women or invading sovereign countries, but we live in a international system based on the condition of balance of power, that is, a neighborhood of rapits. Hence, despite your moral values, you gotta act according to the actual circumstances. That is, women should not dress provocatively if they live in a rapists neighborhood, nor NATO should have expanded to the very Russian border. That was stupid."
470,16 mins down I know it’s American propaganda
471,This is the best podcast I've ever heard. He's so damn good.
472,The Ukrainian parliament today has been purged of all dissent and a large number of opposing parties.
473,"Thanks for the interview. But this second one is simply impossible to listen to, it distorts the facts just terribly. Take at least about the fact that journalists are not killed in Ukraine - but what about Oles Buzina? And so on and so on, completely superficial judgments contradicting the facts. Either he has a poor command of the topic or he is deliberately misleading."
474,"Good interview, guest"
475,"A lot of what Plotkin said fan be applied to average working Americans, obviously nowhere near the extent of Russia but he asks ""Why not invest in your citizens,.Russia?"" The U.S. will greenlight literal trillions for wars & recently sending $50 billion overnight to Ukraine but would never consider putting that money towards infrastructure, healthcare, education, homelessness, etc. We also live in a oligarchy/corptocracy with an illusion of choice."
476,God be with you
477,Brilliant.  Possibly the most important podcast of a description of reality today.  
478,"Sorry about my previous comment. I was not level headed. This Podcast is very important, thanks to Lex"
479,"Good timing. I'm working on his Stalin bio, volume 2. Finished first one couple months ago."
480,"Not sure I really agree with the skirt and rape analogy. I think its more similar to the bloods and crips analogy. If you are a member of the bloods gang, and wear red clothing into a blue crips territory, you are likely to get shot. Now of course, it is the shooters fault for pulling the trigger intending to murder, but you should have well known not to go into that territory wearing those colors. 

Ukraine knew what they were doing when they intermingled with the corruption of the west, and the Maidon Coup. Yes, you can blame russia for pulling the trigger, but it isn't always black and white. Ukraine knew the consequences and proceeded anyway."
481,"This episode was one of the most whitewashed propaganda interviews I have ever heard.
When listening to the previous podcast with Oliver Stone there were quite a few moments where I had to roll my eyes, shake my head and laugh out loud, but this podcast takes the cake.
Whilst his knowledge of the overall history is undeniable, he ignores the clearly oligarchical quest of American aggressive foreign policy by arming, funding and training terrorists throughout the world. Plunging South America (not to mention the SE Asia and the Middle East, with Albrights proudly stating that the deaths of over half a million children in Iraq as “worth it”) into chaos, barbarism, constant regime change, colour revolutions, proxy wars, covert aggression and all out war to maintain their apparent status quo.
It is no secret that the ultimate mission is to fuel the unquenchable thirst for plundering resources as well as appeasing the military industrial complex and deranged power brokers.
Furthermore pushing money sucking locust companies abroad to spread their global interests via rampant corruption and greed.
The division and control spread throughout Eurasia is undeniable, as evidenced in any of the books by the war hawk Brzezinski, who clearly laid out plans  many years ago on how to push their global power and never let other nations rise for fear of loosing their hegemonic empire.
Comparing the war in Ukraine to a woman in a short skirt really put the cherry on top of the blatant historical revisionist cake.
The  glossing over of the rapid and aggressive NATO expansion, the coup d’état in 2014, famously funded and supported  by Nuland and her cronies in installing their American puppet, ignoring the conflict in the eastern break away states that killed over 14,000 people and the buildup of Ukrainian troops on the border to Donetsk. 
You have to squint to the point of blindness not to see that America is using Nato to funnel Americas proxy war. The flat out refusal for meaningful peace talks etc, just fans the flames of war and hatred, leading to the already apparent ethnonationalism, evidenced by the new pursuit of claiming Ukrainians are Indo-aryans.
I certainly don’t think Russia should have invaded and acted the way they did, nor do I downplay or ignore the great suffering caused in the name of the Soviet Union, especially under Stalin (or as the USA called him in WW2 “Good old uncle Joe”). 
However to make the ridiculous “Might makes right” arguments and stating that everyone else should just shut up and bow down to the almighty suits in Washington, not only to the worlds detriment, but also to the American people themselves, is as backwards as it is delusional.
At best many of Mr. Kotkins specific political remarks were laughable word salad, or worse, blatant lies and suppression to justify the continued bullying behaviour of American foreign policy.
The points Kotkin makes often seem like they came right out of a pamphlet from the infamous Atlantic Bridge, FDD or American Enterprise Institute etc. 
The world is too populated and large for there to be a single world superpower that dominates all.
If you want to understand your enemy and have any hopes of securing future peace, then one needs to be honest about the numerous downfalls and mistakes from all parties.
How Mr. Fridman managed to keep a calm demeanour and not burst out laughing at the delusional arguments made by Mr. Kotkin is a testament to his self control and intestinal fortitude."
482,Can you get Timothy Snyder?
483,Surprised that Putin’s popularity rating was never discussed. What does it mean for a dictator to have high approval ratings? Does that affect our view of his legitimacy?
484,Zalensky was a coup. Right??
485,"Thank you, Lex.  Impressive guest with an encyclopedic understanding of Russia.  Mike drop!"
486,Can listen to a good Historian all day. Very little surprises them because they study Predictable Monkeys all day
487,Goodbless lex it’s so sad to see that you are becoming literally a pawn between these two country’s you really love brotha. I hope you can get to see both of your country’s you truely love considering the fact your supposedly going against both in their eyes and it’s so sad your becoming a man without a country because you are reporting the truth without bias. Who would of thought you would get almost exiled from your country in the 21st century for reporting the truth so so crazy. god bless you lex hope you travel and come right back
488,14:35 Nikolai Patrushev looks like evil Stephen Kotkin :)
489,Mr Kotkin has always been careful what he said to be compatible with his job. You have to take it with a pinch of salt. I would call his message semi-propaganda. Always make the US look positive...not a bit a true criticism.
490,All these people citing international law as thought it is all of a sudden relevant.
491,"This introduction is just heartbreaking!Being half-Ukrainian and half-Russian myself, I can understand how incredibly hard it is for you, Lex. Thank you for another great episode! Please be safe during the trip you mentioned"
492,'Attorney Reiner Fuellmich gave his opening statements to the Grand Jury Proceeding by the People’s Court of Public Opinion.  Fuelmich has a group of international attorneys conducting a criminal investigation modeled after Grand Jury Proceedings to prove crimes against humanity throughout the C-19 pandemic.'
493,"As if integration into (private) Western global institutions is anything to aspire to, beyond the convenient ommision of a critical understanding of Western colonial Fascists and their projects clearly outlined in their OWN foreign policy documents.
Kotkin is a true believer in Western Liberal ideology and that's all there is to it. -Have fun with that."
494,"Very weak argumentation against Mearscheimer and Oliver Stone perspective at min 37. 
""Nato is a defense alliance"", go ask the Serbians"
495,This is pure fantasy
496,"37:05 

... or the woman was secretly developing WMD"
497,!! .. two and a half hours of Stephen Kotkin.. The best..
498,"Kotkin is asked to respond to Oliver Stone's point (from a former podcast) that the US' hegemonial ambitions play a big part in the current war in Ukraine, and Kotkin goes on and on about the obvious fact that rape can never be blamed on the victim - WTF !?! If Kotkin is the great Historian he claims to be, why argue like a second rate hobby psychologist wasting our time with such simpleton arguments?"
499,"Lex: I think you should start interviewing leaders and people outside US and Europe, particularly from Asia, to get a balance and different perspective."
500,"10 minutes into the interview and it's obvious that he doesn't really understand the Russian way of seeing the world. He can talk and write all he wants, but still lacking the basic understanding, unfortunately."
501,"Chill out. Hated you for giving the platform to Stone, cause he was legitimately saying some nonsensical lies, but that was not enough to wish to ""go after you"". We have got so many more problems. Welcome to Ukraine. Stay safe, do not ignore Air Raid Alarms"
502,"Joe Pesci and the two yoots in America's first attempt at a Subaru meets Goodfellas. 
What?
You gotta problem with that?!?
Maybe I should get my bat. 
Maybe you wanna tell that to my bat. 
I dunno. 
<What a thing to wake up to..> 
"
503,"There are those who reserve their conscience ONLY for the. . .TRUTH!
(Hint: That is NOT the purpose of conscience)"
504,Thanks!
505,"huge huge thank you for your endeavours, Lex

I'd be happy to help

with love from Kyiv"
506,"Even though I agree more with what Stone has to say, Mr. Kotkin gets his points across in such a better matter. Awesome interview!!!"
507,"I think it's good to take a critical stance on Russia but I think American foreign policy is not great either, its important to acknowledge the mistakes the West has made in the middle East as well in South America"
508,I’m upset it took YouTube 6 days to recommend me this
509,"I'm pleasantly surprised Mr. Kotkin understands so exceptionally well all the intricacies, concerning my doomed country. Mesmerizing."
510,"we pushed nato to their borders. some there is truth in a little of what they say, I would never start a company there, they just take it"
511,Profound words from Kotkin. He never fails to enlighten.
512,"Lex -- you are a talented and patient interviewer...Mr. Kotkin (whose New York accent reminds me of the Borsch Belt comics) has quite a diatribe -- but his multiple studies and history tomes cannot hide the fact that he aligns himself with the Democratic agenda.  He does have potential to learn more about current, young society.   Perhaps he should listen to the Duran, a contemporary geopolitical podcast,  or speak with Russians that are toolmakers, die casters or concrete specialists.   Mr. Putin is maligned by university types and young, wealthy urban Russians.  Working people appreciate the peace and relatively comfortable affluence of these past years.   Mr. Kotkin lives by the grace of those seeking knowledge and have a few bucks (Princeton will lose a good portion of its endowment, unless they benefitted from weapons manufacture.)  And the West is no longer strong.  The days of a finance economy winning are gone.  Commodities will rule.  Russia, China and India are the big three....and this proxy war has lead the way."
513,"Lex, thanks for the great interview with Stephen Kotkin. He is an excellent analyst who is well versed in the subject area. As for Mr Stone, thank you for documenting all those lies, delusions, and victim-blaming rhetoric. And, please, tell Mr Stone that the traitor of Ukraine and Putin's crony, whom he so often recalled, is called Medvedchuk, not Medvedev. These are both awful but different people)"
514,Superb interview.
515,"First Oliver Stone then Stephen Kotkin, great views of the current situation. Both sides covered in depth and you are the best intervjuer, you let the guest speak from the heart."
516,"Kotkin is great. He needs to recognize how secular liberalism not as a political system but as a way of life is and for sometime has been corrupting in the West first.
Both natural law or the common good has been greatly undermined. The basic assumptions of a secular liberal West are politically atheistic and hedonistic.
We need to recognize that man can know the good and his nature. That we can achieve improvement by knowing our ends or goods rather than escaping from our nature.
So really liberal democracy needs philosophy and religion in order not to undermine itself.
This is the deeper issue not politics or international relations."
517,This has to be my favorite guest! What a great mind.
518,"Brilliant, crystal clear, moving !"
519,"""Build your enemy a golden bridge to retreat on"" - Sun Tzu
See Stephen paint this bridge effortlessly around 1:30:00"
520,maybe Putin's monologue of grievances explains his highly publicised meetings with government minions and annual public Q&A??
521,"Would like this guy to take a trip to Donetsk or Luhansk and see what the people there have to say. They have been completely ignored by the west, on purpose in the case of government and media. He should see what those people think of his opinion on the war."
522,"Next up, a war time general...?"
523,"Kotkin confuses me.  He speaks about Russia and the US foreign policies as consistent things over time.  They are not.  He does not consider that the US battles with corruption and inconsistency.   For a man who is seemingly very adept with language and has knowledge of many of the actors, his assessments sound like ""good guy, bad guy"" simplistic concepts."
524,"Kotkin: u think I'm funny, ha? Funny how, Lex?"
525,"Don't be afraid to go Ukraine. Wr Ukrainians, watch your channel long before the war. And we knew Mr stone before. And we totally understand why you did that interview. It's the same reason we watch Russian interviews, because we want to know their state of mind, from different perspectives. It is more correct to find out the truth or ay least come closer to it."
526,"Disappointingly one-dimensional interview. Kotkin’s views have been formed in 80s and 90s and colored by his work on Stalin which he’s applying to the current situation. Throughout the interview both Lex and Kotkin bent quotations and events ever so slightly to fit Kotkin’s narrative, starting with Putin’s end of USSR quote, with Kotkin’s misattributing cause of was with Georgia, Kotkin’s calling current Russian elective “resentful” but using the word “obizhennye” - completely bizarre to any Russian speaker due to well-known connotation to its usage, Kotkin’s willful neglect of serious regional differences in the Ukraine which ultimately caused the initial conflict. Kotkin’s is a very good propagandist, very knowledgeable, but propagandist nonetheless."
527,"I dislike the one-sidedness of this guy as much as the one of Oliver Stone. While Oliver Stone is just a silly romantic with little knowledge about duginist ideas, this guy just shines in the dark. Congratulations to Lex for bringing both sides on. However, it's time for someone like Michael Kofman to bring the equilibrium back. Kofman was one of the few analysts who had predicted this war since last year."
528,"I was just thinking Second Ave subway. Compare that to the Crimean bridge. One took 2 years and cost $3.5 B, the other cost $4.4 B and took ... 10 years? Guess which one is which."
529,"I am sad to hear that Lex is in the position where both sides of conflict condemn him because of being the medium through which the resonant opinions are expressed, what happened to ""don't shoot the messenger""? Huge respect to Lex. The politics of modern day are quite insane and people who are supposed to be our representatives have too much of their own interest involved in decision making process and less public opinion, seemingly, everyday"
530,How many times did he say “Lex”?? Sounded a bit patronising
531,I'm thankful for mentioning my country Georgia (sakartvelo) . A lot of uneducated people still think that  we are part of Russia .
532,"I am so disappointed that as a Historian, he is so ignorant to his side’s issue. NATO bombed Serbia for months. It was a clear offensive war. In fact NATO will do whatever US really wants it to do, defensive or offensive. No US opponent believe for a second NATO is defensive only. That is the problem Stephen does not recognize. Hence his wrong conclusion of Russian worry of NATO expansion."
533,"The guest speaks of how Russia was not allowed to be included in with ""The West"" - the guest then details a bunch of reasons that made no sense - with no mention of how Russia was spurned by Great Britain & USA & every other county during all of the 1900's and for the last fifty years of the 1850's  --  spurned after Russia came in good faith asking for help before, during and after a multitude of events both domestically and due to invasions of their sovereign  borders -- 
The nationality of Russia did not begin with the emergence of Putin -"
534,"Hi, Lex your eyes are the same as of my father's who was half Ukrainian."
